"Column_Variable","Column_Variable_Label","Column_Variable_Value","Column_Variable_Value_Label","Row_Variable","Row_Variable_Label","Row_Variable_Value","Row_Variable_Value_Label","Subtable_Variable","Subtable_Variable_Label","Subtable_Variable_Value","Subtable_Variable_Value_Label","Statistic","Estimate","Standard_Error","Relative_Standard_Error","Weighted_Sample_Size","Confidence_Intrval_95pct_Lwr_Bnd","Confidence_Intrval_95pct_Upr_Bnd"
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","6","$25,000 - $29,999","Percentage","56.107094","1.4804757","2.6386604","313969","53.21","59.01"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","6","$25,000 - $29,999","Percentage","14.676812","1.0125458","6.8989493","82130","12.69","16.66"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","6","$25,000 - $29,999","Percentage","11.290987","0.8933811","7.9123384","63183","9.54","13.04"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","6","$25,000 - $29,999","Percentage","17.925108","1.0527272","5.8729195","100307","15.86","19.99"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","6","$25,000 - $29,999","Percentage","100.000000","","","559589","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","6","$25,000 - $29,999","Percentage","41.542031","10.2157364","24.5913264","3504","21.52","61.56"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","6","$25,000 - $29,999","Percentage","16.770809 !!","9.3465366","55.7309841","1415","-1.55","35.09"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","6","$25,000 - $29,999","Percentage","16.827747 !","6.9078194","41.0501737","1419","3.29","30.37"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","6","$25,000 - $29,999","Percentage","24.859414 !","7.8463206","31.5627743","2097","9.48","40.24"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","6","$25,000 - $29,999","Percentage","100.000000","","","8435","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","59.580733","1.3555993","2.2752310","523130","56.92","62.24"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","13.443662","0.7986123","5.9404377","118038","11.88","15.01"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","11.450708","0.9204243","8.0381432","100539","9.65","13.25"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","15.524897","1.0614047","6.8367909","136312","13.44","17.61"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","878019","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","62.220341","2.3600396","3.7930354","190540","57.59","66.85"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","12.306039","1.2965451","10.5358444","37685","9.76","14.85"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","10.267904","1.3627164","13.2716118","31444","7.60","12.94"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","15.205716","1.8312067","12.0428838","46565","11.62","18.79"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","100.000000","","","306234","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","58.590878","1.6707968","2.8516330","329129","55.32","61.87"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","13.814325","0.9737058","7.0485228","77601","11.91","15.72"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","12.040127","1.2002972","9.9691407","67634","9.69","14.39"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","15.554671","1.3449226","8.6464231","87377","12.92","18.19"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","100.000000","","","561741","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","34.456823 !","10.8298584","31.4302294","3460","13.23","55.68"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","27.401187 !","11.7784948","42.9853445","2752","4.32","50.49"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","14.549137 !","7.0099386","48.1811307","1461","0.81","28.29"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","23.592854 !","8.7919948","37.2655000","2369","6.36","40.83"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","7","$30,000 - $34,999","Percentage","100.000000","","","10042","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","61.592391","1.4375472","2.3339688","432631","58.77","64.41"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","14.249106","1.0795178","7.5760393","100087","12.13","16.36"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","11.178216","1.0081038","9.0184674","78517","9.20","13.15"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","12.980287","0.9180534","7.0726738","91175","11.18","14.78"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","702410","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","65.703023","2.2155202","3.3720217","176579","61.36","70.05"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","13.228637","1.7353161","13.1178757","35552","9.83","16.63"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","10.560026","1.5334622","14.5213857","28380","7.55","13.57"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","10.508314","1.4563571","13.8590939","28241","7.65","13.36"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","100.000000","","","268752","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","59.619498","1.7012199","2.8534624","252637","56.29","62.95"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","15.017731","1.3337723","8.8813168","63638","12.40","17.63"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","11.413821","1.3469985","11.8014687","48366","8.77","14.05"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","13.948951","1.0936628","7.8404667","59109","11.81","16.09"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","100.000000","","","423750","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","34.470888 !","13.1265164","38.0800067","3416","8.74","60.20"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","9.056536 !!","5.6997941","62.9356963","897","-2.12","20.23"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","17.869772 !!","10.1481241","56.7893314","1771","-2.02","37.76"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","38.602804 !","14.5506955","37.6933643","3825","10.08","67.12"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","8","$35,000 - $39,999","Percentage","100.000000","","","9909","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","64.730545","1.4079016","2.1750190","427692","61.97","67.49"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","12.646312","0.9090262","7.1880732","83558","10.86","14.43"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","9.709678","0.7700881","7.9311393","64154","8.20","11.22"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","12.913465","1.0040283","7.7750492","85323","10.95","14.88"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","660727","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","68.259051","2.1388431","3.1334205","192459","64.07","72.45"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","9.501503","1.0968927","11.5444134","26790","7.35","11.65"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","9.640742","1.4996307","15.5551379","27182","6.70","12.58"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","12.598705","1.6030771","12.7241421","35523","9.46","15.74"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","100.000000","","","281954","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","62.444801","1.9286374","3.0885477","232062","58.66","66.22"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","15.036526","1.3912551","9.2525036","55880","12.31","17.76"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","9.204428","1.0260348","11.1471875","34206","7.19","11.22"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","13.314245","1.3037655","9.7922596","49479","10.76","15.87"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","100.000000","","","371627","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","44.380418 !","15.0500546","33.9114756","3172","14.88","73.88"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","12.425562 !!","8.9697145","72.1875985","888","-5.16","30.01"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","38.703303 !","16.2278931","41.9289616","2766","6.90","70.51"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","4.490717 !!","3.9199106","87.2891867","321","-3.19","12.17"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","9","$40,000 - $44,999","Percentage","100.000000","","","7147","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","64.858207","1.5274274","2.3550256","363751","61.86","67.85"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","13.874244","1.1607348","8.3661117","77812","11.60","16.15"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","9.147098","0.8388642","9.1708239","51301","7.50","10.79"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","12.120451","1.0368320","8.5544007","67976","10.09","14.15"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","560840","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","68.796460","2.4620313","3.5787180","155351","63.97","73.62"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","15.722728","2.1658005","13.7749668","35504","11.48","19.97"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","6.988295","1.1320376","16.1990521","15780","4.77","9.21"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","8.492517","1.3892831","16.3589092","19177","5.77","11.22"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","100.000000","","","225812","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","62.690348","1.9267571","3.0734510","206429","58.91","66.47"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","12.532172","1.3932500","11.1173867","41266","9.80","15.26"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","10.510771","1.1239219","10.6930497","34610","8.31","12.71"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","14.266710","1.3776380","9.6563118","46978","11.57","16.97"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","100.000000","","","329283","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","34.311418 !","12.4108034","36.1710598","1971","9.99","58.64"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","18.141307 !!","12.3972187","68.3369664","1042","-6.16","42.44"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","31.706445 !","14.1636744","44.6712792","1821","3.95","59.47"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","10","$45,000 - $49,999","Percentage","100.000000","","","5744","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","67.211616","1.7278492","2.5707599","343747","63.83","70.60"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","13.019887","1.5006443","11.5257861","66589","10.08","15.96"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","8.737811","0.9261049","10.5988200","44689","6.92","10.55"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","11.030686","1.0362305","9.3940709","56415","9.00","13.06"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","511440","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","69.558893","2.2381483","3.2176306","143096","65.17","73.95"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","12.059573","1.5492129","12.8463322","24809","9.02","15.10"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","9.105958","1.4486661","15.9089907","18733","6.27","11.95"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","9.275575","1.2683379","13.6739545","19082","6.79","11.76"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","100.000000","","","205720","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","66.315158","2.3168974","3.4937675","198746","61.77","70.86"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","13.011844","2.2694795","17.4416436","38996","8.56","17.46"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","8.350735","1.2514168","14.9857078","25027","5.90","10.80"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","12.322263","1.6056824","13.0307428","36930","9.18","15.47"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","100.000000","","","299699","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","31.634126 !","13.1054616","41.4282401","1905","5.95","57.32"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","46.231390 !","14.2714206","30.8695470","2784","18.26","74.20"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","15.426427 !!","10.0904487","65.4101467","929","-4.35","35.20"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","6.708057 !!","4.0226900","59.9680342","404","-1.18","14.59"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","11","$50,000 - $54,999","Percentage","100.000000","","","6022","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","70.901352","1.5594860","2.1995152","297931","67.84","73.96"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","11.605286","1.1415789","9.8367147","48766","9.37","13.84"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","8.190484","0.9681430","11.8203400","34417","6.29","10.09"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","9.302879","0.9012945","9.6883402","39091","7.54","11.07"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","420205","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","75.393069","2.4504309","3.2502071","140205","70.59","80.20"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","10.836554","1.7468920","16.1203647","20152","7.41","14.26"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","6.487703","1.1556245","17.8125376","12065","4.22","8.75"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","7.282674","1.3062264","17.9360825","13543","4.72","9.84"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","100.000000","","","185965","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","67.425593","2.0615633","3.0575383","154111","63.38","71.47"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","11.963319","1.3985097","11.6899814","27344","9.22","14.70"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","9.733488","1.4148148","14.5355385","22247","6.96","12.51"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","10.877601","1.3474460","12.3873454","24862","8.24","13.52"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","100.000000","","","228564","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","12","$55,000 - $59,999","Percentage","100.000000","","","‡","",""
